StateID,StateName,DRG,AverageCost
TN,Tennessee,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,5511
HI,Hawaii,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,5508
TX,Texas,552 - MEDICAL BACK PROBLEMS W/O MCC,5506
NC,North Carolina,603 - CELLULITIS W/O MCC,5502
SD,South Dakota,101 - SEIZURES W/O MCC,5502
NC,North Carolina,638 - DIABETES W CC,5498
MT,Montana,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5497
NJ,New Jersey,312 - SYNCOPE & COLLAPSE,5492
WV,West Virginia,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,5491
TX,Texas,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5491
NV,Nevada,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5488
SD,South Dakota,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5487
NH,New Hampshire,638 - DIABETES W CC,5487
OR,Oregon,684 - RENAL FAILURE W/O CC/MCC,5487
CA,California,390 - G.I. OBSTRUCTION W/O CC/MCC,5485
TX,Texas,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5484
PA,Pennsylvania,603 - CELLULITIS W/O MCC,5483
OR,Oregon,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5483
AR,Arkansas,885 - PSYCHOSES,5482
SD,South Dakota,603 - CELLULITIS W/O MCC,5480
NE,Nebraska,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5478
CA,California,305 - HYPERTENSION W/O MCC,5478
TX,Texas,603 - CELLULITIS W/O MCC,5477
FL,Florida,202 - BRONCHITIS & ASTHMA W CC/MCC,5477
DE,Delaware,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5473
AR,Arkansas,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5473
ME,Maine,202 - BRONCHITIS & ASTHMA W CC/MCC,5468
SC,South Carolina,603 - CELLULITIS W/O MCC,5468
CT,Connecticut,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5466
NJ,New Jersey,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5465
PA,Pennsylvania,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5465
NM,New Mexico,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5464
NC,North Carolina,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5464
CA,California,684 - RENAL FAILURE W/O CC/MCC,5461
OR,Oregon,069 - TRANSIENT ISCHEMIA,5461
NH,New Hampshire,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5460
MT,Montana,603 - CELLULITIS W/O MCC,5459
ID,Idaho,638 - DIABETES W CC,5457
NJ,New Jersey,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5456
PA,Pennsylvania,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5456
CA,California,203 - BRONCHITIS & ASTHMA W/O CC/MCC,5451
MN,Minnesota,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5447
CT,Connecticut,684 - RENAL FAILURE W/O CC/MCC,5443
MA,Massachusetts,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5443
UT,Utah,202 - BRONCHITIS & ASTHMA W CC/MCC,5442
FL,Florida,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5440
MA,Massachusetts,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5440
MA,Massachusetts,312 - SYNCOPE & COLLAPSE,5437
SC,South Carolina,638 - DIABETES W CC,5436
IL,Illinois,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5430
RI,Rhode Island,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5429
ID,Idaho,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5428
MA,Massachusetts,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5428
MI,Michigan,101 - SEIZURES W/O MCC,5420
PA,Pennsylvania,552 - MEDICAL BACK PROBLEMS W/O MCC,5419
SC,South Carolina,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5417
MN,Minnesota,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5413
NH,New Hampshire,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5413
OR,Oregon,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5411
ID,Idaho,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,5410
SD,South Dakota,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5408
NM,New Mexico,379 - G.I. HEMORRHAGE W/O CC/MCC,5405
ND,North Dakota,603 - CELLULITIS W/O MCC,5404
ID,Idaho,603 - CELLULITIS W/O MCC,5400
ND,North Dakota,552 - MEDICAL BACK PROBLEMS W/O MCC,5397
MO,Missouri,202 - BRONCHITIS & ASTHMA W CC/MCC,5397
ID,Idaho,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5391
WA,Washington,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5390
NJ,New Jersey,379 - G.I. HEMORRHAGE W/O CC/MCC,5388
NJ,New Jersey,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5387
CT,Connecticut,293 - HEART FAILURE & SHOCK W/O CC/MCC,5385
NC,North Carolina,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5385
AL,Alabama,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5383
OR,Oregon,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5380
CA,California,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5379
GA,Georgia,603 - CELLULITIS W/O MCC,5379
UT,Utah,603 - CELLULITIS W/O MCC,5378
WI,Wisconsin,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5374
RI,Rhode Island,312 - SYNCOPE & COLLAPSE,5371
UT,Utah,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5371
NM,New Mexico,948 - SIGNS & SYMPTOMS W/O MCC,5365
GA,Georgia,202 - BRONCHITIS & ASTHMA W CC/MCC,5363
MD,Maryland,313 - CHEST PAIN,5363
AZ,Arizona,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5362
NH,New Hampshire,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5359
ND,North Dakota,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5358
MO,Missouri,603 - CELLULITIS W/O MCC,5355
NJ,New Jersey,948 - SIGNS & SYMPTOMS W/O MCC,5355
WY,Wyoming,305 - HYPERTENSION W/O MCC,5345
GA,Georgia,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5340
LA,Louisiana,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5339
MT,Montana,552 - MEDICAL BACK PROBLEMS W/O MCC,5339
ME,Maine,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5338
RI,Rhode Island,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5337
MI,Michigan,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5336
KS,Kansas,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5335
AL,Alabama,389 - G.I. OBSTRUCTION W CC,5333
CO,Colorado,552 - MEDICAL BACK PROBLEMS W/O MCC,5332
UT,Utah,379 - G.I. HEMORRHAGE W/O CC/MCC,5323
NJ,New Jersey,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5320
MA,Massachusetts,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5316
HI,Hawaii,313 - CHEST PAIN,5316
SC,South Carolina,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5315
AZ,Arizona,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5312
NC,North Carolina,812 - RED BLOOD CELL DISORDERS W/O MCC,5312
DE,Delaware,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5312
MD,Maryland,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5312
WI,Wisconsin,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5311
WI,Wisconsin,603 - CELLULITIS W/O MCC,5311
NH,New Hampshire,812 - RED BLOOD CELL DISORDERS W/O MCC,5310
ID,Idaho,101 - SEIZURES W/O MCC,5310
SC,South Carolina,812 - RED BLOOD CELL DISORDERS W/O MCC,5310
NV,Nevada,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5309
MA,Massachusetts,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5303
AZ,Arizona,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5302
NH,New Hampshire,101 - SEIZURES W/O MCC,5302
GA,Georgia,552 - MEDICAL BACK PROBLEMS W/O MCC,5299
ME,Maine,552 - MEDICAL BACK PROBLEMS W/O MCC,5296
VA,Virginia,638 - DIABETES W CC,5290
GA,Georgia,638 - DIABETES W CC,5290
OH,Ohio,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5288
CT,Connecticut,390 - G.I. OBSTRUCTION W/O CC/MCC,5286
CO,Colorado,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5285
PA,Pennsylvania,812 - RED BLOOD CELL DISORDERS W/O MCC,5284
WV,West Virginia,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5284
PA,Pennsylvania,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5280
OK,Oklahoma,603 - CELLULITIS W/O MCC,5278
MA,Massachusetts,536 - FRACTURES OF HIP & PELVIS W/O MCC,5277
CT,Connecticut,149 - DYSEQUILIBRIUM,5277
ND,North Dakota,069 - TRANSIENT ISCHEMIA,5277
TX,Texas,812 - RED BLOOD CELL DISORDERS W/O MCC,5275
VA,Virginia,202 - BRONCHITIS & ASTHMA W CC/MCC,5274
LA,Louisiana,552 - MEDICAL BACK PROBLEMS W/O MCC,5273
LA,Louisiana,202 - BRONCHITIS & ASTHMA W CC/MCC,5272
FL,Florida,638 - DIABETES W CC,5272
SC,South Carolina,552 - MEDICAL BACK PROBLEMS W/O MCC,5271
HI,Hawaii,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5270
ID,Idaho,552 - MEDICAL BACK PROBLEMS W/O MCC,5269
ME,Maine,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5265
FL,Florida,603 - CELLULITIS W/O MCC,5262
IN,Indiana,603 - CELLULITIS W/O MCC,5261
ME,Maine,812 - RED BLOOD CELL DISORDERS W/O MCC,5261
WI,Wisconsin,101 - SEIZURES W/O MCC,5259
PA,Pennsylvania,101 - SEIZURES W/O MCC,5259
AL,Alabama,885 - PSYCHOSES,5258
MN,Minnesota,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5255
WA,Washington,379 - G.I. HEMORRHAGE W/O CC/MCC,5253
FL,Florida,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5253
DC,District of Columbia,684 - RENAL FAILURE W/O CC/MCC,5253
NE,Nebraska,812 - RED BLOOD CELL DISORDERS W/O MCC,5253
AZ,Arizona,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5252
AZ,Arizona,379 - G.I. HEMORRHAGE W/O CC/MCC,5248
GA,Georgia,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5245
KY,Kentucky,202 - BRONCHITIS & ASTHMA W CC/MCC,5244
ME,Maine,101 - SEIZURES W/O MCC,5243
KS,Kansas,603 - CELLULITIS W/O MCC,5243
MO,Missouri,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5242
WA,Washington,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5241
KY,Kentucky,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5240
CO,Colorado,885 - PSYCHOSES,5239
AZ,Arizona,069 - TRANSIENT ISCHEMIA,5239
OH,Ohio,603 - CELLULITIS W/O MCC,5237
ND,North Dakota,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5236
CA,California,149 - DYSEQUILIBRIUM,5236
DC,District of Columbia,536 - FRACTURES OF HIP & PELVIS W/O MCC,5236
OR,Oregon,312 - SYNCOPE & COLLAPSE,5233
RI,Rhode Island,948 - SIGNS & SYMPTOMS W/O MCC,5232
VA,Virginia,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5232
LA,Louisiana,638 - DIABETES W CC,5231
NV,Nevada,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5229
DE,Delaware,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5224
MN,Minnesota,069 - TRANSIENT ISCHEMIA,5224
ND,North Dakota,812 - RED BLOOD CELL DISORDERS W/O MCC,5223
CO,Colorado,101 - SEIZURES W/O MCC,5223
TX,Texas,101 - SEIZURES W/O MCC,5222
WI,Wisconsin,812 - RED BLOOD CELL DISORDERS W/O MCC,5220
NC,North Carolina,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5219
OH,Ohio,638 - DIABETES W CC,5219
NC,North Carolina,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5217
CO,Colorado,812 - RED BLOOD CELL DISORDERS W/O MCC,5216
NH,New Hampshire,552 - MEDICAL BACK PROBLEMS W/O MCC,5215
OR,Oregon,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5215
FL,Florida,552 - MEDICAL BACK PROBLEMS W/O MCC,5214
KY,Kentucky,638 - DIABETES W CC,5214
MO,Missouri,638 - DIABETES W CC,5209
KS,Kansas,202 - BRONCHITIS & ASTHMA W CC/MCC,5208
NY,New York,390 - G.I. OBSTRUCTION W/O CC/MCC,5208
WA,Washington,312 - SYNCOPE & COLLAPSE,5206
DE,Delaware,069 - TRANSIENT ISCHEMIA,5206
RI,Rhode Island,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5205
CO,Colorado,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5205
LA,Louisiana,603 - CELLULITIS W/O MCC,5204
MT,Montana,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5203
UT,Utah,812 - RED BLOOD CELL DISORDERS W/O MCC,5200
MT,Montana,202 - BRONCHITIS & ASTHMA W CC/MCC,5196
AL,Alabama,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,5194
VA,Virginia,552 - MEDICAL BACK PROBLEMS W/O MCC,5193
NE,Nebraska,638 - DIABETES W CC,5186
MN,Minnesota,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5183
NV,Nevada,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5179
IL,Illinois,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5177
NJ,New Jersey,293 - HEART FAILURE & SHOCK W/O CC/MCC,5174
NM,New Mexico,312 - SYNCOPE & COLLAPSE,5174
OK,Oklahoma,638 - DIABETES W CC,5173
DC,District of Columbia,390 - G.I. OBSTRUCTION W/O CC/MCC,5173
OH,Ohio,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5172
OK,Oklahoma,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5172
VA,Virginia,603 - CELLULITIS W/O MCC,5172
MT,Montana,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5171
WY,Wyoming,390 - G.I. OBSTRUCTION W/O CC/MCC,5171
MA,Massachusetts,948 - SIGNS & SYMPTOMS W/O MCC,5171
KY,Kentucky,603 - CELLULITIS W/O MCC,5169
CO,Colorado,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5169
DE,Delaware,101 - SEIZURES W/O MCC,5166
KY,Kentucky,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5165
SD,South Dakota,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5165
IN,Indiana,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5163
LA,Louisiana,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5162
MA,Massachusetts,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5162
MN,Minnesota,536 - FRACTURES OF HIP & PELVIS W/O MCC,5156
RI,Rhode Island,149 - DYSEQUILIBRIUM,5155
IL,Illinois,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5154
NC,North Carolina,101 - SEIZURES W/O MCC,5150
NY,New York,303 - ATHEROSCLEROSIS W/O MCC,5150
NV,Nevada,379 - G.I. HEMORRHAGE W/O CC/MCC,5148
MA,Massachusetts,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5147
VA,Virginia,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5145
WA,Washington,069 - TRANSIENT ISCHEMIA,5143
IA,Iowa,603 - CELLULITIS W/O MCC,5143
MN,Minnesota,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5142
IN,Indiana,638 - DIABETES W CC,5140
WA,Washington,948 - SIGNS & SYMPTOMS W/O MCC,5140
VA,Virginia,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5140
MS,Mississippi,638 - DIABETES W CC,5140
FL,Florida,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5135
DE,Delaware,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5133
IL,Illinois,069 - TRANSIENT ISCHEMIA,5130
NJ,New Jersey,536 - FRACTURES OF HIP & PELVIS W/O MCC,5129
NE,Nebraska,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5128
DE,Delaware,312 - SYNCOPE & COLLAPSE,5127
KY,Kentucky,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5126
KY,Kentucky,552 - MEDICAL BACK PROBLEMS W/O MCC,5121
MA,Massachusetts,293 - HEART FAILURE & SHOCK W/O CC/MCC,5121
NE,Nebraska,101 - SEIZURES W/O MCC,5119
MO,Missouri,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5119
NM,New Mexico,069 - TRANSIENT ISCHEMIA,5118
WA,Washington,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5118
OK,Oklahoma,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5115
KS,Kansas,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5114
OH,Ohio,812 - RED BLOOD CELL DISORDERS W/O MCC,5113
MS,Mississippi,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5111
NC,North Carolina,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5111
PA,Pennsylvania,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5111
CT,Connecticut,203 - BRONCHITIS & ASTHMA W/O CC/MCC,5109
MT,Montana,638 - DIABETES W CC,5107
MO,Missouri,552 - MEDICAL BACK PROBLEMS W/O MCC,5107
SD,South Dakota,684 - RENAL FAILURE W/O CC/MCC,5105
IN,Indiana,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5102
IL,Illinois,312 - SYNCOPE & COLLAPSE,5102
OH,Ohio,552 - MEDICAL BACK PROBLEMS W/O MCC,5102
CO,Colorado,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5099
GA,Georgia,812 - RED BLOOD CELL DISORDERS W/O MCC,5099
MO,Missouri,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5098
MA,Massachusetts,684 - RENAL FAILURE W/O CC/MCC,5098
SC,South Carolina,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5097
NJ,New Jersey,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5096
RI,Rhode Island,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5096
RI,Rhode Island,293 - HEART FAILURE & SHOCK W/O CC/MCC,5095
NM,New Mexico,536 - FRACTURES OF HIP & PELVIS W/O MCC,5093
MS,Mississippi,202 - BRONCHITIS & ASTHMA W CC/MCC,5093
NH,New Hampshire,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5091
AL,Alabama,202 - BRONCHITIS & ASTHMA W CC/MCC,5091
CT,Connecticut,305 - HYPERTENSION W/O MCC,5090
AZ,Arizona,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5084
TX,Texas,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5079
SC,South Carolina,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5079
MS,Mississippi,603 - CELLULITIS W/O MCC,5079
MI,Michigan,069 - TRANSIENT ISCHEMIA,5078
AZ,Arizona,312 - SYNCOPE & COLLAPSE,5077
WY,Wyoming,303 - ATHEROSCLEROSIS W/O MCC,5075
CT,Connecticut,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,5075
MS,Mississippi,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5074
LA,Louisiana,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5074
MO,Missouri,812 - RED BLOOD CELL DISORDERS W/O MCC,5071
WA,Washington,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5071
ME,Maine,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5070
KS,Kansas,638 - DIABETES W CC,5070
OK,Oklahoma,552 - MEDICAL BACK PROBLEMS W/O MCC,5069
NJ,New Jersey,684 - RENAL FAILURE W/O CC/MCC,5066
IA,Iowa,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5066
SD,South Dakota,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5062
DC,District of Columbia,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5061
NV,Nevada,312 - SYNCOPE & COLLAPSE,5059
ND,North Dakota,101 - SEIZURES W/O MCC,5059
MI,Michigan,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5057
NE,Nebraska,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5056
NE,Nebraska,312 - SYNCOPE & COLLAPSE,5055
FL,Florida,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5054
AZ,Arizona,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5052
MA,Massachusetts,305 - HYPERTENSION W/O MCC,5051
WV,West Virginia,202 - BRONCHITIS & ASTHMA W CC/MCC,5051
OH,Ohio,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5051
IL,Illinois,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5050
WA,Washington,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5048
MI,Michigan,536 - FRACTURES OF HIP & PELVIS W/O MCC,5048
MT,Montana,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5047
TN,Tennessee,552 - MEDICAL BACK PROBLEMS W/O MCC,5046
NM,New Mexico,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5044
ND,North Dakota,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5041
OK,Oklahoma,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5039
IA,Iowa,202 - BRONCHITIS & ASTHMA W CC/MCC,5037
TN,Tennessee,202 - BRONCHITIS & ASTHMA W CC/MCC,5036
RI,Rhode Island,303 - ATHEROSCLEROSIS W/O MCC,5036
IL,Illinois,379 - G.I. HEMORRHAGE W/O CC/MCC,5030
IA,Iowa,552 - MEDICAL BACK PROBLEMS W/O MCC,5027
VA,Virginia,812 - RED BLOOD CELL DISORDERS W/O MCC,5027
SD,South Dakota,536 - FRACTURES OF HIP & PELVIS W/O MCC,5027
GA,Georgia,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5027
WA,Washington,536 - FRACTURES OF HIP & PELVIS W/O MCC,5025
RI,Rhode Island,536 - FRACTURES OF HIP & PELVIS W/O MCC,5022
WV,West Virginia,638 - DIABETES W CC,5021
MT,Montana,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5021
NV,Nevada,069 - TRANSIENT ISCHEMIA,5020
PA,Pennsylvania,948 - SIGNS & SYMPTOMS W/O MCC,5019
MA,Massachusetts,149 - DYSEQUILIBRIUM,5018
MN,Minnesota,312 - SYNCOPE & COLLAPSE,5018
MN,Minnesota,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5016
LA,Louisiana,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5015
FL,Florida,812 - RED BLOOD CELL DISORDERS W/O MCC,5015
DE,Delaware,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5014
IN,Indiana,552 - MEDICAL BACK PROBLEMS W/O MCC,5011
AK,Alaska,303 - ATHEROSCLEROSIS W/O MCC,5005
LA,Louisiana,812 - RED BLOOD CELL DISORDERS W/O MCC,5002
WY,Wyoming,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5002
AL,Alabama,603 - CELLULITIS W/O MCC,5001
